lat,lon,day_of_year,sst,ssh,sss,temp_50m,temp_100m,temp_200m,temp_500m,is_synthetic,source_region
16.47,44.95,145,28.99,0.751,34.65,28.18,25.11,20.59,14.36,True,Wider Indian Ocean (buffer around India)
14.91,71.1,53,28.73,0.756,35.22,27.56,24.9,20.61,14.59,True,Arabian Sea
22.56,75.05,178,28.17,0.726,35.13,27.22,24.1,20.3,14.87,True,Wider Indian Ocean (buffer around India)
16.67,82.29,357,28.43,0.671,34.87,27.4,24.32,20.3,14.35,True,Bay of Bengal
10.46,74.15,46,29.67,0.757,35.05,28.41,25.67,20.89,15.84,True,Arabian Sea
12.49,75.86,83,30.34,0.787,35.09,29.42,27.05,21.86,16.55,True,Arabian Sea
14.5,63.43,315,27.82,0.691,35.13,26.98,24.05,20.06,13.7,True,Arabian Sea
5.46,86.54,178,29.24,0.811,34.99,28.16,25.39,21.27,15.99,True,Bay of Bengal
16.85,76.81,114,29.23,0.75,35.19,27.97,25.11,21.08,15.58,True,Arabian Sea
19.8,52.34,161,28.98,0.824,34.75,28.0,25.89,22.43,16.85,True,Wider Indian Ocean (buffer around India)
8.36,70.79,126,30.37,0.752,35.29,28.97,26.46,22.59,16.58,True,Arabian Sea
4.81,44.82,99,30.61,0.72,34.62,29.71,27.01,22.09,17.26,True,Wider Indian Ocean (buffer around India)
-6.87,46.21,75,31.41,0.845,34.64,29.88,27.15,22.91,17.67,True,Wider Indian Ocean (buffer around India)
11.51,97.13,332,28.3,0.727,34.76,26.81,23.89,19.52,14.8,True,Bay of Bengal
13.73,80.36,193,28.27,0.68,35.22,27.06,23.92,20.13,14.59,True,Bay of Bengal
12.32,94.46,111,29.13,0.738,34.59,27.91,25.12,20.92,15.37,True,Bay of Bengal
5.77,81.57,145,29.72,0.79,34.81,28.47,25.41,21.86,16.25,True,Bay of Bengal
18.21,93.02,326,27.35,0.681,34.73,26.32,23.64,19.84,14.13,True,Bay of Bengal
22.15,62.2,143,28.78,0.802,35.17,28.07,25.18,21.28,15.79,True,Arabian Sea
19.23,64.08,55,29.09,0.676,35.11,28.14,25.24,21.59,16.31,True,Arabian Sea
-7.16,47.69,7,30.28,0.771,34.59,28.93,26.2,22.19,17.25,True,Wider Indian Ocean (buffer around India)
13.98,62.23,207,28.12,0.686,35.09,27.33,25.09,20.5,15.43,True,Arabian Sea
9.65,94.34,277,27.61,0.659,34.74,26.26,23.95,19.89,14.9,True,Bay of Bengal
0.1,81.72,363,29.82,0.723,35.03,28.34,25.44,21.43,16.03,True,Wider Indian Ocean (buffer around India)
1.8,65.71,240,28.4,0.761,35.2,27.1,24.24,20.01,15.18,True,Wider Indian Ocean (buffer around India)
18.09,81.26,176,28.58,0.747,34.96,27.56,24.24,20.23,14.43,True,Bay of Bengal
3.93,79.21,127,30.36,0.774,34.94,28.97,25.79,21.62,16.22,True,Wider Indian Ocean (buffer around India)
-6.69,67.78,90,31.56,0.767,35.16,30.41,27.57,23.37,17.88,True,Wider Indian Ocean (buffer around India)
18.4,95.45,48,29.18,0.691,34.83,28.4,25.4,20.83,15.17,True,Bay of Bengal
-2.4,50.44,314,28.93,0.65,34.94,27.73,25.27,21.37,15.85,True,Wider Indian Ocean (buffer around India)
17.73,79.21,210,27.53,0.751,35.12,26.23,23.88,19.82,13.97,True,Wider Indian Ocean (buffer around India)
16.52,74.48,15,28.15,0.741,35.27,27.24,24.26,20.16,14.58,True,Arabian Sea
15.62,100.0,151,29.04,0.756,34.75,27.83,24.9,20.97,16.1,True,Wider Indian Ocean (buffer around India)
17.06,87.41,131,28.65,0.726,34.84,27.52,24.84,20.15,14.68,True,Bay of Bengal
9.48,95.92,23,29.45,0.758,34.7,28.1,25.12,20.82,15.85,True,Bay of Bengal
13.42,44.31,259,27.29,0.658,34.61,26.6,23.77,19.01,13.63,True,Wider Indian Ocean (buffer around India)
12.31,83.2,169,29.58,0.741,34.96,28.33,25.59,22.2,16.55,True,Bay of Bengal
23.88,62.77,165,28.38,0.718,35.08,27.6,24.73,20.21,14.81,True,Arabian Sea
13.65,83.89,272,27.23,0.678,34.9,26.22,23.36,19.02,13.58,True,Bay of Bengal
5.8,90.65,343,28.85,0.712,34.86,27.33,25.2,20.99,16.16,True,Bay of Bengal
19.56,67.15,90,28.74,0.695,35.25,27.9,25.45,20.27,15.25,True,Arabian Sea
9.7,85.62,194,28.68,0.739,34.86,27.54,24.84,20.23,14.86,True,Wider Indian Ocean (buffer around India)
3.58,90.63,1,29.56,0.815,34.98,28.2,25.08,20.46,15.09,True,Wider Indian Ocean (buffer around India)
15.34,63.44,285,27.54,0.754,35.05,26.66,23.62,19.5,14.43,True,Arabian Sea
19.28,74.5,303,26.54,0.686,35.1,25.86,22.35,18.29,13.28,True,Arabian Sea
14.97,77.22,70,29.2,0.851,35.21,28.55,25.21,20.84,15.52,True,Wider Indian Ocean (buffer around India)
15.82,70.11,144,28.81,0.735,35.29,28.02,25.41,21.35,15.97,True,Arabian Sea
17.27,75.34,276,27.06,0.633,35.08,26.0,23.7,19.77,13.99,True,Arabian Sea
-7.56,74.17,96,31.61,0.903,35.1,30.41,27.35,23.14,17.55,True,Wider Indian Ocean (buffer around India)
10.94,99.75,312,28.12,0.732,34.44,26.89,24.12,20.21,14.46,True,Bay of Bengal
7.66,88.24,235,27.94,0.732,34.96,26.61,23.6,19.46,14.11,True,Bay of Bengal
10.63,60.08,283,27.69,0.664,35.05,26.37,23.32,19.34,13.65,True,Arabian Sea
16.95,97.16,146,28.44,0.689,34.52,27.38,24.6,20.53,15.0,True,Wider Indian Ocean (buffer around India)
11.89,71.12,209,27.74,0.643,35.34,26.9,24.45,20.22,14.43,True,Wider Indian Ocean (buffer around India)
21.24,62.11,106,28.98,0.653,34.86,27.98,24.76,20.96,15.72,True,Arabian Sea
8.83,69.03,357,28.8,0.733,35.13,27.61,24.6,20.39,15.31,True,Arabian Sea
13.48,62.95,89,29.74,0.822,34.96,28.62,26.19,21.92,16.61,True,Wider Indian Ocean (buffer around India)
14.66,66.41,176,28.37,0.682,35.15,27.25,23.86,19.86,14.16,True,Arabian Sea
15.35,97.96,5,28.25,0.725,34.62,27.33,24.29,19.96,14.56,True,Wider Indian Ocean (buffer around India)
8.92,72.55,229,27.6,0.753,35.16,27.02,24.11,19.94,14.14,True,Arabian Sea
-4.66,49.35,266,28.74,0.746,34.83,27.15,24.17,20.47,15.34,True,Wider Indian Ocean (buffer around India)
-2.0,50.33,107,30.41,0.765,35.05,28.96,25.82,21.51,16.04,True,Wider Indian Ocean (buffer around India)
23.48,73.98,191,27.58,0.723,35.02,26.82,23.54,19.08,13.72,True,Arabian Sea
9.93,99.0,321,28.54,0.699,34.5,27.49,24.68,20.18,14.45,True,Bay of Bengal
12.0,73.87,83,29.58,0.758,35.13,28.72,25.97,21.4,15.63,True,Wider Indian Ocean (buffer around India)
19.45,62.16,39,28.76,0.738,35.05,27.61,24.38,20.39,14.69,True,Arabian Sea
19.05,84.99,84,29.04,0.728,34.95,27.94,25.09,20.96,15.36,True,Bay of Bengal
20.87,62.73,50,29.21,0.682,35.08,28.15,25.42,20.8,14.92,True,Arabian Sea
9.35,60.59,337,28.34,0.693,35.15,27.44,24.94,20.53,15.79,True,Arabian Sea
20.94,84.43,73,29.49,0.7,34.86,28.49,25.54,20.97,15.49,True,Bay of Bengal
7.34,82.56,233,28.21,0.674,35.03,26.79,23.88,19.27,13.62,True,Wider Indian Ocean (buffer around India)
2.65,83.57,89,30.62,0.785,34.87,29.87,27.15,22.61,17.04,True,Wider Indian Ocean (buffer around India)
23.34,74.39,36,28.6,0.767,35.18,28.27,24.79,20.91,15.63,True,Arabian Sea
16.33,67.33,214,27.77,0.721,34.96,27.15,24.43,20.85,15.05,True,Arabian Sea
22.9,69.12,49,28.07,0.638,35.06,27.32,24.98,20.7,15.48,True,Arabian Sea
10.67,67.71,117,29.84,0.781,34.98,28.93,26.25,21.76,16.59,True,Arabian Sea
18.92,71.51,285,27.55,0.665,35.2,26.44,23.3,18.83,13.26,True,Arabian Sea
10.38,60.39,315,28.16,0.758,34.94,27.14,24.44,20.93,15.37,True,Arabian Sea
18.76,63.88,38,29.03,0.741,35.02,28.14,25.23,21.8,16.08,True,Arabian Sea
14.51,73.47,40,29.47,0.774,35.12,28.68,25.71,22.22,16.66,True,Wider Indian Ocean (buffer around India)
7.61,66.92,173,29.1,0.728,35.27,27.99,25.03,20.63,15.16,True,Wider Indian Ocean (buffer around India)
10.69,92.17,257,27.61,0.698,34.7,26.34,23.75,19.55,14.14,True,Bay of Bengal
9.1,64.1,188,28.81,0.727,35.23,27.88,25.52,21.56,16.38,True,Wider Indian Ocean (buffer around India)
19.79,60.13,186,28.03,0.725,35.0,27.06,24.3,19.94,14.93,True,Arabian Sea
19.98,74.54,208,27.47,0.682,35.12,26.98,24.08,19.74,14.18,True,Arabian Sea
17.45,46.98,209,27.92,0.752,34.87,26.97,24.52,20.76,14.98,True,Wider Indian Ocean (buffer around India)
-6.21,43.58,333,29.27,0.758,34.65,28.05,25.07,20.28,14.69,True,Wider Indian Ocean (buffer around India)
6.04,94.64,124,30.37,0.782,34.7,29.1,26.16,22.59,17.19,True,Bay of Bengal
20.35,71.1,68,28.87,0.749,35.14,28.36,25.0,20.7,15.14,True,Arabian Sea
23.14,72.07,82,29.12,0.755,34.96,27.97,25.1,21.79,15.81,True,Arabian Sea
7.05,95.04,262,28.39,0.79,34.59,26.87,24.5,20.62,15.14,True,Wider Indian Ocean (buffer around India)
17.03,60.59,271,27.01,0.711,34.94,26.08,23.14,18.93,13.71,True,Wider Indian Ocean (buffer around India)
5.97,42.79,59,29.54,0.82,34.79,28.3,24.9,21.29,15.74,True,Wider Indian Ocean (buffer around India)
19.67,92.5,349,27.48,0.675,34.84,26.45,23.54,19.69,13.87,True,Bay of Bengal
3.2,93.97,238,28.47,0.719,34.71,27.32,24.23,19.69,14.12,True,Wider Indian Ocean (buffer around India)
16.21,91.14,143,29.28,0.696,34.85,28.44,25.42,20.91,15.65,True,Bay of Bengal
13.36,98.84,261,26.57,0.66,34.59,24.9,22.14,18.45,12.7,True,Bay of Bengal
16.49,66.94,171,27.86,0.688,35.08,26.67,24.38,20.39,15.25,True,Arabian Sea
9.24,81.01,46,29.66,0.73,35.01,28.48,24.91,20.96,15.67,True,Bay of Bengal
20.44,62.03,64,28.8,0.763,34.99,27.86,24.78,21.17,15.58,True,Wider Indian Ocean (buffer around India)
11.72,75.33,344,27.89,0.702,35.09,26.92,24.09,19.85,14.33,True,Arabian Sea
11.23,71.0,199,28.23,0.805,35.07,27.02,24.25,20.11,14.72,True,Arabian Sea
-1.67,74.51,236,29.03,0.785,35.02,27.79,24.6,20.22,14.67,True,Wider Indian Ocean (buffer around India)
-9.82,84.13,137,31.26,0.801,34.75,30.02,27.54,23.25,18.16,True,Wider Indian Ocean (buffer around India)
12.26,64.29,267,27.19,0.65,35.29,26.26,23.4,18.7,13.2,True,Arabian Sea
22.84,69.55,337,27.56,0.73,35.31,26.88,23.89,20.01,14.43,True,Arabian Sea
20.2,64.3,242,27.22,0.626,35.08,26.49,24.03,19.4,13.45,True,Arabian Sea
20.21,73.99,88,29.39,0.806,35.03,28.69,25.83,21.69,16.31,True,Arabian Sea
8.19,99.66,337,28.11,0.666,34.67,26.91,24.11,20.39,15.06,True,Wider Indian Ocean (buffer around India)
22.3,75.62,169,28.28,0.686,35.2,27.46,24.57,20.22,14.52,True,Arabian Sea
3.37,71.3,304,28.51,0.747,35.17,26.79,23.71,19.44,13.93,True,Wider Indian Ocean (buffer around India)
10.96,97.56,20,28.75,0.709,34.76,27.19,24.11,20.38,14.81,True,Bay of Bengal
9.92,92.14,195,28.3,0.703,34.64,27.5,24.64,20.72,15.24,True,Bay of Bengal
19.71,88.4,19,28.59,0.734,34.96,27.96,24.99,21.0,15.36,True,Bay of Bengal
7.72,99.38,100,30.26,0.757,34.62,29.42,26.39,22.55,16.99,True,Bay of Bengal
22.3,59.43,85,29.14,0.804,35.1,28.44,25.13,21.4,16.33,True,Wider Indian Ocean (buffer around India)
23.67,64.73,47,29.13,0.75,35.15,28.28,25.51,21.48,15.4,True,Arabian Sea
15.1,84.93,6,28.43,0.708,34.88,27.66,24.65,19.98,14.84,True,Bay of Bengal
10.32,70.37,340,28.62,0.8,35.21,27.69,24.82,21.05,15.74,True,Arabian Sea
19.98,95.47,49,28.6,0.711,34.57,27.35,24.56,20.74,14.88,True,Bay of Bengal
12.28,99.54,14,29.4,0.726,34.67,28.43,26.16,21.86,16.43,True,Bay of Bengal
15.01,66.81,330,27.68,0.712,35.13,26.97,24.18,19.67,14.15,True,Arabian Sea
5.45,92.16,272,28.6,0.727,34.76,27.82,25.1,21.11,15.38,True,Wider Indian Ocean (buffer around India)
19.47,69.55,43,28.7,0.781,35.12,27.55,24.42,20.37,14.66,True,Arabian Sea
13.28,64.18,171,28.11,0.708,35.08,27.09,23.9,20.0,14.69,True,Arabian Sea
12.56,93.16,64,29.58,0.777,34.58,28.51,25.23,21.08,15.71,True,Bay of Bengal
13.22,90.27,182,29.08,0.732,34.76,28.23,25.62,21.26,15.87,True,Bay of Bengal
16.36,75.1,319,27.34,0.744,35.04,26.56,24.1,19.06,13.06,True,Arabian Sea
6.88,49.78,1,29.79,0.736,34.73,28.46,25.85,22.16,16.5,True,Wider Indian Ocean (buffer around India)
3.32,48.77,55,30.21,0.77,34.84,29.39,26.11,21.42,16.13,True,Wider Indian Ocean (buffer around India)
14.09,95.04,209,27.28,0.703,34.69,26.53,23.78,19.67,13.75,True,Bay of Bengal
16.1,76.86,302,27.08,0.664,35.12,26.31,22.81,18.4,12.67,True,Arabian Sea
18.89,80.53,26,28.5,0.749,35.19,27.45,24.74,20.91,15.79,True,Bay of Bengal
15.79,60.03,106,29.52,0.734,34.97,28.64,25.85,22.04,16.62,True,Arabian Sea
2.75,79.4,105,30.67,0.805,35.05,29.75,26.5,22.81,17.45,True,Wider Indian Ocean (buffer around India)
-2.68,46.95,242,28.72,0.703,34.6,27.59,24.87,21.21,15.82,True,Wider Indian Ocean (buffer around India)
7.2,90.63,11,29.6,0.763,34.93,28.38,25.39,21.76,16.71,True,Bay of Bengal
11.38,71.66,99,30.16,0.744,35.09,29.19,26.73,22.1,16.77,True,Wider Indian Ocean (buffer around India)
-3.53,65.88,268,28.77,0.775,35.14,27.24,23.96,20.07,15.09,True,Wider Indian Ocean (buffer around India)
18.74,95.76,168,28.42,0.68,34.5,27.18,24.3,19.57,14.26,True,Bay of Bengal
17.13,85.42,134,29.43,0.763,34.94,28.54,25.42,20.81,15.39,True,Bay of Bengal
9.97,91.78,135,29.62,0.841,34.77,28.55,25.84,22.3,16.65,True,Bay of Bengal
18.56,97.55,358,28.04,0.711,34.7,26.92,24.35,20.42,14.74,True,Bay of Bengal
13.93,69.4,194,28.32,0.706,35.26,27.54,24.69,20.71,15.07,True,Arabian Sea
13.34,86.24,69,30.08,0.744,34.9,29.3,26.21,22.69,17.04,True,Wider Indian Ocean (buffer around India)
-6.66,51.3,226,29.54,0.728,34.97,28.26,25.11,21.6,15.81,True,Wider Indian Ocean (buffer around India)
11.79,75.9,143,29.6,0.676,35.08,28.53,25.78,21.63,16.17,True,Arabian Sea
8.83,76.23,222,27.99,0.735,35.15,26.65,24.22,20.22,14.81,True,Arabian Sea
7.96,95.66,197,28.58,0.718,34.78,27.8,25.24,20.9,15.41,True,Bay of Bengal
-9.87,48.9,175,30.59,0.779,34.8,29.1,26.7,23.22,17.75,True,Wider Indian Ocean (buffer around India)
15.09,88.76,222,27.66,0.744,34.84,26.51,23.45,19.08,13.45,True,Bay of Bengal
17.4,68.77,211,27.55,0.718,35.13,26.51,23.38,19.1,13.28,True,Arabian Sea
7.32,82.56,53,30.45,0.82,34.82,29.64,26.68,22.99,17.3,True,Bay of Bengal
16.57,69.22,138,28.85,0.715,35.21,27.89,25.74,21.77,16.38,True,Arabian Sea
10.55,90.52,60,30.06,0.827,34.79,28.99,25.71,21.51,16.33,True,Bay of Bengal
15.0,93.3,37,29.03,0.769,34.64,28.18,25.77,21.81,16.96,True,Bay of Bengal
7.03,40.01,279,27.43,0.686,34.55,25.92,23.03,19.25,13.84,True,Wider Indian Ocean (buffer around India)
1.38,51.96,25,30.42,0.807,34.7,28.96,26.15,22.26,17.18,True,Wider Indian Ocean (buffer around India)
7.27,91.51,361,29.29,0.834,34.79,28.64,26.23,22.16,16.34,True,Bay of Bengal
20.68,58.96,239,26.91,0.653,35.07,26.09,23.49,18.37,12.71,True,Wider Indian Ocean (buffer around India)
8.37,93.11,193,28.2,0.745,34.72,27.06,24.17,20.15,14.84,True,Bay of Bengal
5.85,68.83,341,28.61,0.687,35.19,27.27,24.36,20.04,14.1,True,Wider Indian Ocean (buffer around India)
19.31,47.53,347,27.8,0.662,34.89,26.85,24.15,19.22,13.71,True,Wider Indian Ocean (buffer around India)
19.63,60.83,12,28.41,0.696,35.09,27.55,24.61,21.6,16.37,True,Arabian Sea
16.14,97.32,94,29.24,0.669,34.63,28.4,25.18,20.78,15.29,True,Bay of Bengal
10.07,88.83,274,27.67,0.7,34.7,26.77,23.78,19.99,14.11,True,Bay of Bengal
13.02,62.35,227,27.2,0.653,35.13,26.0,22.72,18.68,13.3,True,Arabian Sea
12.33,50.57,188,28.34,0.748,34.93,27.32,24.4,20.96,15.4,True,Wider Indian Ocean (buffer around India)
18.14,71.15,127,28.63,0.691,35.34,27.71,24.78,20.53,14.93,True,Arabian Sea
10.87,65.89,61,29.34,0.703,35.28,28.11,25.37,21.24,15.36,True,Arabian Sea
9.42,41.7,339,28.4,0.699,34.69,26.96,24.03,20.15,14.23,True,Wider Indian Ocean (buffer around India)
-4.48,95.42,325,28.89,0.691,34.7,27.75,25.14,20.96,15.21,True,Wider Indian Ocean (buffer around India)
18.65,71.22,188,28.3,0.7,35.26,27.49,24.26,19.68,14.09,True,Arabian Sea
13.79,72.62,293,27.18,0.699,35.21,26.06,22.98,19.02,13.33,True,Arabian Sea
19.0,97.03,359,27.69,0.731,34.69,26.42,23.84,19.19,14.29,True,Bay of Bengal
8.76,92.5,62,29.92,0.799,34.95,29.03,26.41,21.86,16.28,True,Bay of Bengal
12.5,65.62,292,28.37,0.722,34.97,27.37,24.96,19.73,14.0,True,Arabian Sea
22.57,67.64,259,26.19,0.644,35.26,25.37,22.26,17.72,11.93,True,Arabian Sea
5.26,66.69,188,29.26,0.789,35.15,28.11,25.15,21.3,15.85,True,Wider Indian Ocean (buffer around India)
17.78,68.33,342,27.41,0.627,35.27,26.79,23.84,19.07,12.9,True,Arabian Sea
8.97,60.39,51,29.4,0.707,34.99,28.56,25.83,22.16,17.08,True,Wider Indian Ocean (buffer around India)
10.65,97.11,220,28.28,0.742,34.81,26.76,23.87,19.29,14.35,True,Bay of Bengal
20.62,87.35,155,28.31,0.826,34.86,27.19,23.73,19.85,13.89,True,Bay of Bengal
-7.41,65.34,29,31.11,0.843,34.95,29.64,26.9,22.75,17.44,True,Wider Indian Ocean (buffer around India)
21.28,40.27,96,29.3,0.729,34.43,28.26,25.65,21.58,15.77,True,Wider Indian Ocean (buffer around India)
17.78,73.23,142,29.03,0.755,35.15,28.23,25.98,21.49,15.62,True,Arabian Sea
19.38,92.06,245,26.89,0.68,34.9,25.8,23.59,20.74,15.15,True,Bay of Bengal
22.27,73.14,354,27.64,0.663,35.26,26.74,23.7,19.42,13.69,True,Arabian Sea
18.19,70.59,342,27.53,0.674,35.29,26.9,23.98,19.75,14.19,True,Arabian Sea
21.6,63.73,104,28.78,0.76,35.17,27.87,24.57,19.81,14.42,True,Arabian Sea
12.96,60.35,273,27.42,0.65,35.1,26.49,23.58,19.3,13.82,True,Wider Indian Ocean (buffer around India)
15.07,79.36,149,28.28,0.769,35.1,27.37,24.3,20.39,14.67,True,Wider Indian Ocean (buffer around India)
-2.78,92.71,66,31.07,0.823,34.57,29.99,26.79,22.62,17.17,True,Wider Indian Ocean (buffer around India)
-8.65,83.98,29,30.67,0.831,35.03,29.1,25.61,21.23,15.89,True,Wider Indian Ocean (buffer around India)
24.96,73.43,257,26.7,0.652,35.34,25.72,22.58,18.33,12.77,True,Wider Indian Ocean (buffer around India)
12.51,97.21,332,27.99,0.711,34.64,26.86,23.95,19.31,14.15,True,Wider Indian Ocean (buffer around India)
7.66,83.2,306,28.42,0.659,34.9,27.38,24.02,19.45,14.14,True,Bay of Bengal
18.61,87.06,123,29.0,0.708,34.72,28.32,25.74,21.69,16.06,True,Bay of Bengal
5.52,94.78,360,29.17,0.736,34.63,28.04,24.72,20.76,14.77,True,Bay of Bengal
23.01,74.67,350,27.87,0.71,35.19,26.91,24.14,20.02,14.23,True,Arabian Sea
9.86,77.17,196,28.67,0.714,34.88,27.39,24.61,20.43,14.67,True,Wider Indian Ocean (buffer around India)
6.62,56.7,50,30.59,0.765,34.96,29.1,26.21,21.46,15.66,True,Wider Indian Ocean (buffer around India)
8.58,72.74,303,28.33,0.685,35.03,27.33,23.73,19.74,14.08,True,Arabian Sea
16.11,98.33,301,27.54,0.685,34.39,26.24,23.58,19.89,14.22,True,Bay of Bengal
4.77,45.13,108,30.71,0.881,34.65,29.32,26.31,23.08,17.35,True,Wider Indian Ocean (buffer around India)
3.32,86.02,275,28.34,0.705,34.75,27.11,24.03,20.33,15.03,True,Wider Indian Ocean (buffer around India)
16.54,88.68,325,27.45,0.754,34.95,26.82,23.89,19.05,14.09,True,Bay of Bengal
21.5,72.81,342,27.79,0.656,34.93,27.12,24.09,20.7,15.2,True,Arabian Sea
7.65,87.05,104,30.21,0.837,34.97,29.46,26.88,22.62,16.84,True,Bay of Bengal
3.66,88.41,185,29.54,0.794,34.99,28.36,25.81,21.29,15.37,True,Wider Indian Ocean (buffer around India)
10.58,72.78,192,28.76,0.718,35.13,27.8,24.93,20.88,15.38,True,Arabian Sea
21.32,73.61,1,27.77,0.634,35.02,27.33,24.71,21.04,16.02,True,Arabian Sea
16.73,58.83,130,29.13,0.764,34.86,28.33,25.7,21.21,15.73,True,Wider Indian Ocean (buffer around India)
23.16,98.39,181,27.79,0.766,34.54,27.17,24.67,20.5,15.09,True,Wider Indian Ocean (buffer around India)
22.8,60.87,295,26.27,0.621,35.01,25.1,21.98,18.5,13.15,True,Arabian Sea
23.31,88.49,75,28.75,0.693,34.85,27.94,25.48,21.28,16.1,True,Wider Indian Ocean (buffer around India)
19.52,84.42,303,27.37,0.761,34.97,26.67,24.49,20.33,14.87,True,Bay of Bengal
5.95,87.87,71,30.45,0.814,34.78,28.91,25.49,20.7,15.49,True,Bay of Bengal
9.52,68.33,274,28.04,0.74,35.15,26.93,23.73,20.02,14.97,True,Wider Indian Ocean (buffer around India)
21.68,86.97,131,28.46,0.751,34.84,27.27,24.21,19.65,14.13,True,Bay of Bengal
16.88,75.62,161,28.78,0.689,35.09,28.4,25.29,21.93,16.73,True,Arabian Sea
5.16,88.97,112,29.65,0.729,34.85,28.37,25.66,21.54,15.79,True,Bay of Bengal
21.34,65.77,267,26.51,0.691,35.0,25.51,22.54,18.79,13.12,True,Arabian Sea
11.51,78.45,307,27.84,0.648,34.94,26.68,24.44,19.93,14.34,True,Wider Indian Ocean (buffer around India)
12.75,81.21,284,27.46,0.706,35.07,26.52,23.86,19.54,14.38,True,Bay of Bengal
17.44,74.87,152,28.86,0.641,35.08,28.08,25.6,21.27,15.45,True,Arabian Sea
21.51,72.54,19,28.16,0.675,35.3,27.74,24.4,20.63,15.59,True,Arabian Sea
11.4,86.98,226,27.86,0.711,34.86,26.17,23.29,19.22,14.08,True,Bay of Bengal
1.33,42.1,2,29.42,0.806,34.7,28.16,25.38,21.35,15.97,True,Wider Indian Ocean (buffer around India)
10.8,98.2,119,29.72,0.754,34.86,28.94,26.21,21.72,16.3,True,Bay of Bengal
17.46,68.99,54,29.22,0.694,35.15,28.37,25.96,21.78,16.36,True,Wider Indian Ocean (buffer around India)
-4.69,74.86,10,29.68,0.816,35.17,28.27,25.31,21.83,16.8,True,Wider Indian Ocean (buffer around India)
20.51,82.44,140,28.4,0.749,34.94,27.4,25.14,21.45,15.98,True,Bay of Bengal
20.55,69.22,265,26.71,0.694,35.1,25.94,22.81,18.82,13.56,True,Arabian Sea
10.36,70.34,111,29.97,0.731,35.24,28.64,25.95,21.56,15.86,True,Arabian Sea
21.77,72.92,79,28.98,0.752,35.38,28.23,25.05,20.91,15.16,True,Arabian Sea
2.68,61.95,273,28.43,0.734,34.95,27.57,25.03,20.79,15.36,True,Wider Indian Ocean (buffer around India)
-3.1,64.37,302,28.94,0.692,35.14,27.77,25.12,20.98,15.26,True,Wider Indian Ocean (buffer around India)
12.23,65.91,56,29.13,0.77,35.03,28.01,25.07,20.61,15.03,True,Wider Indian Ocean (buffer around India)
7.51,58.07,36,29.71,0.77,35.04,28.76,25.64,20.96,15.53,True,Wider Indian Ocean (buffer around India)
9.95,95.72,43,29.5,0.799,34.9,28.01,24.84,20.49,15.23,True,Bay of Bengal
21.8,83.81,304,26.51,0.684,34.86,25.5,22.25,17.92,12.89,True,Wider Indian Ocean (buffer around India)
13.33,92.37,198,28.46,0.768,34.68,27.47,24.9,21.11,15.73,True,Bay of Bengal
2.0,53.97,12,29.7,0.865,34.82,28.15,25.91,21.91,16.42,True,Wider Indian Ocean (buffer around India)
18.13,69.93,213,27.68,0.745,35.22,26.6,23.51,20.2,14.42,True,Arabian Sea
8.43,81.16,291,28.13,0.719,34.82,26.8,23.62,19.31,13.96,True,Bay of Bengal
12.75,65.18,212,27.7,0.703,35.04,26.79,23.31,19.18,13.6,True,Arabian Sea
-7.61,93.81,307,29.45,0.744,34.73,28.07,24.85,20.59,15.12,True,Wider Indian Ocean (buffer around India)
3.76,59.64,3,29.8,0.698,35.1,28.73,26.29,21.45,15.5,True,Wider Indian Ocean (buffer around India)
5.34,63.43,130,30.07,0.767,35.11,28.93,26.19,21.91,16.4,True,Wider Indian Ocean (buffer around India)
20.93,60.53,232,27.54,0.719,35.2,26.78,24.11,20.33,14.75,True,Arabian Sea
18.3,76.49,340,27.67,0.621,35.02,26.72,23.76,20.38,15.45,True,Arabian Sea
16.24,69.68,341,27.61,0.655,35.29,26.94,23.97,19.24,13.27,True,Arabian Sea
21.0,93.8,358,27.41,0.702,34.75,26.62,23.96,19.87,14.57,True,Bay of Bengal
10.34,72.61,159,29.6,0.775,35.08,28.38,25.3,20.1,14.81,True,Arabian Sea
13.49,76.57,195,27.89,0.742,35.06,27.02,23.73,20.13,14.72,True,Wider Indian Ocean (buffer around India)
-7.37,95.15,293,28.6,0.768,34.6,27.17,24.41,20.35,15.04,True,Wider Indian Ocean (buffer around India)
8.32,97.32,167,28.97,0.677,34.58,27.31,24.26,21.24,15.23,True,Bay of Bengal
9.06,66.44,246,28.03,0.8,35.03,26.93,23.82,19.84,13.76,True,Arabian Sea
9.69,91.95,98,29.89,0.746,34.71,28.8,25.81,21.93,16.1,True,Bay of Bengal
20.52,66.7,194,28.24,0.708,35.19,26.99,23.95,20.32,14.64,True,Arabian Sea
14.94,75.18,190,28.48,0.671,35.04,27.58,24.23,20.25,14.89,True,Arabian Sea
20.08,88.48,309,26.81,0.683,34.86,25.84,22.94,18.61,13.07,True,Bay of Bengal
-7.58,50.31,133,31.49,0.816,34.78,29.97,27.56,23.71,18.09,True,Wider Indian Ocean (buffer around India)
13.6,97.71,116,29.84,0.775,34.6,28.76,25.66,22.27,16.47,True,Bay of Bengal
12.71,90.57,111,29.97,0.839,34.95,29.0,26.32,21.88,16.54,True,Bay of Bengal
17.38,67.42,188,28.31,0.688,35.37,27.69,24.96,20.38,14.89,True,Arabian Sea
9.32,67.08,181,28.6,0.696,35.08,27.41,24.19,20.84,15.28,True,Arabian Sea
